Year,Country,Code,CPI value,Rank
2009,Dominican Republic,DOM,3,99
2009,Jamaica,JAM,3,99
2009,Madagascar,MDG,3,99
2009,Senegal,SEN,3,99
2009,Tonga,TON,3,99
2009,Zambia,ZMB,3,99
2009,Argentina,ARG,2.9,106
2009,Benin,BEN,2.9,106
2009,Gabon,GAB,2.9,106
2009,Gambia,GMB,2.9,106
2009,Niger,NER,2.9,106
2009,Algeria,DZA,2.8,111
2009,Djibouti,DJI,2.8,111
2009,Egypt,EGY,2.8,111
2009,Indonesia,IDN,2.8,111
2009,Kiribati,KIR,2.8,111
2009,Mali,MLI,2.8,111
2009,Sao Tome and Principe,STP,2.8,111
2009,Solomon Islands,SLB,2.8,111
2009,Togo,TGO,2.8,111
2009,Armenia,ARM,2.7,120
2009,Bolivia,BOL,2.7,120
2009,Ethiopia,ETH,2.7,120
2009,Kazakhstan,KAZ,2.7,120
2009,Mongolia,MNG,2.7,120
2009,Vietnam,VNM,2.7,120
2009,Eritrea,ERI,2.6,126
2009,Guyana,GUY,2.6,126
2009,Syria,SYR,2.6,126
2009,Tanzania,TZA,2.6,126
2009,Honduras,HND,2.5,130
2009,Lebanon,LBN,2.5,130
2009,Libya,LBY,2.5,130
2009,Maldives,MDV,2.5,130
2009,Mauritania,MRT,2.5,130
2009,Mozambique,MOZ,2.5,130
2009,Nicaragua,NIC,2.5,130
2009,Nigeria,NGA,2.5,130
2009,Uganda,UGA,2.5,130
2009,Bangladesh,BGD,2.4,139
2009,Belarus,BLR,2.4,139
2009,Pakistan,PAK,2.4,139
2009,Philippines,PHL,2.4,139
2009,Azerbaijan,AZE,2.3,143
2009,Comoros,COM,2.3,143
2009,Nepal,NPL,2.3,143
2009,Cameroon,CMR,2.2,146
2009,Ecuador,ECU,2.2,146
2009,Kenya,KEN,2.2,146
2009,Russia,RUS,2.2,146
2009,Sierra Leone,SLE,2.2,146
2009,Timor-Leste,TLS,2.2,146
2009,Ukraine,UKR,2.2,146
2009,Zimbabwe,ZWE,2.2,146
2009,C_te d_Ivoire,CIV,2.1,154
2009,Papua New Guinea,PNG,2.1,154
2009,Paraguay,PRY,2.1,154
2009,Yemen,YEM,2.1,154
2009,Cambodia,KHM,2,158
2009,Central African Republic,CAF,2,158
2009,Laos,LAO,2,158
2009,Tajikistan,TJK,2,158
2009,Angola,AGO,1.9,162
2009,Congo Brazzaville,COG,1.9,162
2009,Democratic Republic of Congo,COD,1.9,162
2009,Guinea-Bissau,GNB,1.9,162
2009,Kyrgyzstan,KGZ,1.9,162
2009,Venezuela,VEN,1.9,162
2009,Burundi,BDI,1.8,168
2009,Equatorial Guinea,GNQ,1.8,168
2009,Guinea,GIN,1.8,168
2009,Haiti,HTI,1.8,168
2009,Iran,IRN,1.8,168
2009,Turkmenistan,TKM,1.8,168
2009,Uzbekistan,UZB,1.7,174
2009,Chad,TCD,1.6,175
2009,Iraq,IRQ,1.5,176
2009,Sudan,SDN,1.5,176
2009,Myanmar,MMR,1.4,178
2009,Afghanistan,AFG,1.3,179
2009,Somalia,SOM,1.1,180
